% time spent exploring,episodes,mean 100 episode reward 1,mean 100 episode reward 2,steps
91,10,15.8,-15.8,8950
80,20,10.7,-10.7,19863
69,30,7.7,-7.7,30433
58,40,4.4,-4.4,42138
47,50,2.5,-2.5,52862
36,60,2.0,-2.0,63835
27,70,0.3,-0.3,73444
18,80,-0.8,0.8,82447
8,90,0.7,-0.7,92048
1,100,0.7,-0.7,103125
1,110,0.5,-0.5,112752
