% time spent exploring,episodes,mean 100 episode reward 1,mean 100 episode reward 2,steps
1,3000,5.2,5.3,647850
1,3010,5.4,5.5,650958
1,3020,5.2,5.4,653083
1,3030,5.2,5.3,655177
1,3040,5.1,5.2,657014
1,3050,5.1,5.1,658989
1,3060,5.0,5.0,661504
1,3070,4.8,4.8,663284
1,3080,4.8,4.8,665530
1,3090,4.8,4.8,667629
1,3100,4.7,4.7,669711
1,3110,4.5,4.5,671898
1,3120,4.3,4.3,673404
1,3130,4.5,4.5,675952
1,3140,4.5,4.6,678053
1,3150,4.7,4.7,680463
1,3160,4.6,4.6,682428
1,3170,4.8,4.7,684216
1,3180,4.7,4.7,686149
1,3190,4.7,4.8,688390
1,3200,4.8,4.8,690522
1,3210,4.9,5.0,692783
1,3220,5.1,5.2,694564
1,3230,5.0,5.1,696852
1,3240,5.0,5.1,698914
1,3250,4.9,5.1,700943
1,3260,4.7,4.8,702535
1,3270,4.9,5.0,704871
1,3280,4.9,5.0,706808
1,3290,4.8,4.9,708598
1,3300,4.7,4.9,710783
1,3310,4.8,4.9,713345
1,3320,4.7,4.8,715454
1,3330,4.7,4.8,717414
1,3340,4.7,4.8,719601
1,3350,4.6,4.6,721347
1,3360,4.7,4.7,723044
1,3370,4.6,4.6,725084
1,3380,4.6,4.6,727301
1,3390,4.8,4.8,730094
1,3400,4.9,4.8,732775
1,3410,4.7,4.7,734634
1,3420,4.9,4.9,736914
1,3430,4.9,5.0,739483
1,3440,4.9,5.0,741679
1,3450,5.0,5.2,743883
1,3460,5.1,5.2,746151
1,3470,5.2,5.3,748596
1,3480,5.2,5.3,750538
1,3490,5.0,5.1,752200
1,3500,4.8,4.9,753853
1,3510,4.8,4.9,755556
1,3520,4.8,4.8,757468
1,3530,4.5,4.4,758931
1,3540,4.4,4.3,760620
1,3550,4.3,4.1,762077
1,3560,4.3,4.2,764393
1,3570,4.2,4.1,766347
1,3580,4.4,4.3,769080
1,3590,4.3,4.3,770883
1,3600,4.4,4.5,773237
1,3610,4.3,4.5,775026
1,3620,4.2,4.4,776770
1,3630,4.3,4.7,778880
1,3640,4.4,4.9,781000
1,3650,4.6,5.1,783249
1,3660,4.5,5.1,785464
1,3670,4.4,5.0,786952
1,3680,4.3,5.0,789361
1,3690,4.3,5.0,791516
1,3700,4.2,4.9,793448
1,3710,4.3,4.8,795271
1,3720,4.3,4.8,796618
1,3730,4.2,4.7,798153
1,3740,4.0,4.5,799759
1,3750,3.9,4.5,801579
1,3760,4.0,4.6,803775
1,3770,4.2,4.7,806036
1,3780,4.0,4.5,808101
1,3790,4.1,4.6,809899
1,3800,4.0,4.6,812004
1,3810,4.1,4.7,814033
1,3820,4.2,4.7,816024
1,3830,4.2,4.7,817610
1,3840,4.4,4.8,819843
1,3850,4.4,4.8,821853
1,3860,4.3,4.8,823801
1,3870,4.2,4.8,825735
1,3880,4.3,4.8,827668
1,3890,4.3,4.7,829580
1,3900,4.2,4.7,831193
1,3910,4.3,4.8,833120
1,3920,4.2,4.8,834674
1,3930,4.3,4.9,836579
1,3940,4.3,4.9,838973
1,3950,4.3,4.8,840544
1,3960,4.4,4.9,842853
1,3970,4.5,5.1,845528
1,3980,4.6,5.1,847342
1,3990,4.6,5.2,849321
1,4000,4.7,5.3,851097
1,4010,4.7,5.2,853153
1,4020,4.8,5.3,855015
1,4030,4.8,5.3,856935
1,4040,4.7,5.2,859051
1,4050,4.9,5.4,861417
1,4060,4.7,5.2,862823
1,4070,4.8,5.1,865200
1,4080,4.8,5.1,867381
1,4090,4.7,5.0,868983
1,4100,4.8,5.1,871240
1,4110,4.8,5.0,873281
1,4120,4.8,5.0,875301
1,4130,4.6,4.9,877357
1,4140,4.8,5.0,879307
1,4150,4.5,4.7,880707
1,4160,4.7,4.8,882738
1,4170,4.6,4.7,885227
1,4180,4.5,4.8,886983
1,4190,4.5,4.7,888595
1,4200,4.3,4.5,890226
1,4210,4.1,4.4,891534
1,4220,4.2,4.5,893576
1,4230,4.3,4.6,895253
1,4240,4.2,4.6,897377
1,4250,4.2,4.6,898959
1,4260,4.1,4.6,900574
1,4270,3.8,4.4,901877
1,4280,3.8,4.3,903663
1,4290,3.8,4.2,905296
1,4300,3.7,4.2,906669
1,4310,3.8,4.3,908413
1,4320,3.7,4.1,909896
1,4330,3.8,4.1,911828
1,4340,3.7,4.0,913478
1,4350,3.8,4.1,915827
1,4360,3.9,4.2,918104
1,4370,4.2,4.4,920510
1,4380,4.3,4.6,922741
1,4390,4.3,4.6,924360
1,4400,4.3,4.7,925922
1,4410,4.5,4.9,928511
1,4420,4.9,5.2,931474
1,4430,4.7,5.2,933270
1,4440,4.9,5.2,935534
1,4450,4.8,5.1,937224
1,4460,4.8,5.1,939550
1,4470,4.9,5.2,942331
1,4480,4.9,5.2,944200
1,4490,5.0,5.3,946229
1,4500,5.1,5.4,948112
1,4510,5.0,5.2,950086
1,4520,4.7,4.9,951679
1,4530,4.6,4.8,953268
1,4540,4.5,4.7,954940
1,4550,4.5,4.8,956832
1,4560,4.4,4.6,958517
1,4570,4.2,4.5,960627
1,4580,4.2,4.5,962689
1,4590,4.2,4.6,965167
1,4600,4.2,4.6,967018
1,4610,4.1,4.6,968742
1,4620,4.3,4.8,971333
1,4630,4.4,5.0,973167
1,4640,4.4,5.1,975277
1,4650,4.4,5.1,977351
1,4660,4.6,5.3,979563
1,4670,4.6,5.4,981945
1,4680,4.6,5.4,984005
1,4690,4.6,5.4,985859
1,4700,4.8,5.5,988384
1,4710,5.0,5.7,990557
1,4720,4.9,5.6,992435
1,4730,5.0,5.6,994164
1,4740,5.0,5.8,996423
1,4750,5.0,5.7,998494
