game,score
1,22.0
2,11.0
3,11.0
4,6.0
5,12.0
6,9.0
7,5.0
8,6.0
9,6.0
10,11.0
11,12.0
12,12.0
13,6.0
14,6.0
15,10.0
16,6.0
17,12.0
18,10.0
19,11.0
20,10.0
21,6.0
22,9.0
23,6.0
24,21.0
25,11.0
26,11.0
27,6.0
28,11.0
29,6.0
30,11.0
31,12.0
32,9.0
33,13.0
34,12.0
35,11.0
36,12.0
37,11.0
38,12.0
39,11.0
40,11.0
41,14.0
42,12.0
43,11.0
44,12.0
45,6.0
46,12.0
47,11.0
48,3.0
49,11.0
50,12.0
51,12.0
52,6.0
53,17.0
54,11.0
55,14.0
56,12.0
57,11.0
58,12.0
59,9.0
60,14.0
61,12.0
62,11.0
63,12.0
64,10.0
65,11.0
66,11.0
67,12.0
68,12.0
69,7.0
70,11.0
71,11.0
72,14.0
73,12.0
74,12.0
75,11.0
76,11.0
77,9.0
78,11.0
79,7.0
80,6.0
81,5.0
82,12.0
83,11.0
84,12.0
85,5.0
86,14.0
87,12.0
88,4.0
89,9.0
90,11.0
91,11.0
92,10.0
93,12.0
94,9.0
95,12.0
96,11.0
97,11.0
98,6.0
99,12.0
100,7.0
101,11.0
102,12.0
103,15.0
104,11.0
105,11.0
106,6.0
107,11.0
108,11.0
109,14.0
110,11.0
111,11.0
112,12.0
113,12.0
114,12.0
115,11.0
116,6.0
117,11.0
118,12.0
119,6.0
120,9.0
121,12.0
122,12.0
123,12.0
124,7.0
125,11.0
126,8.0
127,6.0
128,12.0
129,6.0
130,11.0
131,7.0
132,13.0
133,9.0
134,11.0
135,11.0
136,12.0
137,11.0
138,7.0
139,12.0
140,9.0
141,12.0
142,11.0
143,10.0
144,5.0
145,12.0
146,12.0
147,11.0
148,9.0
149,14.0
150,15.0
151,14.0
152,11.0
153,12.0
154,3.0
155,18.0
156,14.0
157,12.0
158,8.0
159,12.0
160,12.0
161,12.0
162,11.0
163,11.0
164,6.0
165,11.0
166,6.0
167,12.0
168,12.0
169,11.0
170,11.0
171,9.0
172,7.0
173,11.0
174,11.0
175,12.0
176,12.0
177,11.0
178,10.0
179,12.0
180,11.0
181,9.0
182,6.0
183,6.0
184,9.0
185,11.0
186,6.0
187,11.0
188,12.0
189,12.0
190,12.0
191,11.0
192,6.0
193,11.0
194,12.0
195,14.0
196,11.0
197,7.0
198,11.0
199,11.0
200,11.0
201,12.0
202,15.0
203,6.0
204,3.0
205,11.0
206,9.0
207,6.0
208,9.0
209,9.0
210,13.0
211,7.0
212,12.0
213,12.0
214,9.0
215,9.0
216,11.0
217,11.0
218,3.0
219,6.0
220,11.0
221,14.0
222,9.0
223,11.0
224,9.0
225,6.0
226,12.0
227,11.0
228,11.0
229,11.0
230,11.0
231,6.0
232,5.0
233,23.0
234,12.0
235,6.0
236,6.0
237,12.0
238,11.0
239,6.0
240,8.0
241,6.0
242,14.0
243,14.0
244,7.0
245,8.0
246,12.0
247,6.0
248,11.0
249,9.0
250,17.0
251,6.0
252,14.0
253,18.0
254,11.0
255,11.0
256,11.0
257,12.0
258,15.0
259,11.0
260,13.0
261,12.0
262,11.0
263,11.0
264,6.0
265,12.0
266,12.0
267,11.0
268,7.0
269,12.0
270,12.0
271,6.0
272,12.0
273,12.0
274,12.0
275,7.0
276,5.0
277,22.0
278,12.0
279,11.0
280,6.0
281,11.0
282,11.0
283,12.0
284,6.0
285,15.0
286,12.0
287,12.0
288,12.0
289,12.0
290,5.0
291,3.0
292,8.0
293,11.0
294,7.0
295,12.0
296,9.0
297,6.0
298,12.0
299,8.0
300,14.0
301,11.0
302,6.0
303,11.0
304,12.0
305,9.0
306,11.0
307,11.0
308,11.0
309,7.0
310,11.0
311,15.0
312,11.0
313,11.0
314,11.0
315,6.0
316,9.0
317,6.0
318,11.0
319,6.0
320,12.0
321,11.0
322,11.0
323,6.0
324,11.0
325,12.0
326,14.0
327,11.0
328,7.0
329,6.0
330,21.0
331,6.0
332,8.0
333,6.0
334,12.0
335,11.0
336,11.0
337,12.0
338,12.0
339,7.0
340,11.0
341,11.0
342,12.0
343,9.0
344,12.0
345,12.0
346,11.0
347,12.0
348,11.0
349,6.0
350,11.0
351,6.0
352,8.0
353,5.0
354,6.0
355,11.0
356,8.0
357,6.0
358,11.0
359,11.0
360,11.0
361,12.0
362,11.0
363,14.0
364,11.0
365,7.0
366,12.0
367,11.0
368,14.0
369,25.0
370,11.0
371,6.0
372,11.0
373,14.0
374,11.0
375,11.0
376,17.0
377,11.0
378,11.0
379,7.0
380,11.0
381,11.0
382,11.0
383,12.0
384,16.0
385,11.0
386,11.0
387,12.0
388,11.0
389,11.0
390,9.0
391,12.0
392,11.0
393,10.0
394,5.0
395,10.0
396,12.0
397,11.0
398,11.0
399,12.0
400,12.0
401,11.0
402,11.0
403,5.0
404,12.0
405,11.0
406,10.0
407,12.0
408,12.0
409,11.0
410,6.0
411,11.0
412,7.0
413,11.0
414,6.0
415,12.0
416,10.0
417,18.0
418,5.0
419,12.0
420,14.0
421,13.0
422,7.0
423,11.0
424,11.0
425,11.0
426,16.0
427,12.0
428,11.0
429,6.0
430,5.0
431,6.0
432,13.0
433,12.0
434,5.0
435,6.0
436,11.0
437,12.0
438,6.0
439,9.0
440,11.0
441,11.0
442,11.0
443,12.0
444,12.0
445,14.0
446,5.0
447,11.0
448,7.0
449,9.0
450,11.0
451,10.0
452,15.0
453,12.0
454,6.0
455,11.0
456,11.0
457,11.0
458,11.0
459,6.0
460,6.0
461,6.0
462,11.0
463,11.0
464,9.0
465,11.0
466,11.0
467,11.0
468,11.0
469,11.0
470,21.0
471,11.0
472,11.0
473,12.0
474,11.0
475,12.0
476,11.0
477,11.0
478,11.0
479,10.0
480,8.0
481,12.0
482,6.0
483,9.0
484,7.0
485,7.0
486,13.0
487,12.0
488,6.0
489,11.0
490,12.0
491,12.0
492,11.0
493,12.0
494,12.0
495,6.0
496,11.0
497,6.0
498,6.0
499,7.0
500,12.0
501,14.0
502,6.0
503,11.0
504,12.0
505,12.0
506,6.0
507,12.0
508,11.0
509,11.0
510,12.0
511,5.0
512,11.0
513,12.0
514,12.0
515,11.0
516,11.0
517,12.0
518,11.0
519,11.0
520,11.0
521,6.0
522,12.0
523,11.0
524,12.0
525,12.0
526,11.0
527,11.0
528,6.0
529,8.0
530,12.0
531,14.0
532,12.0
533,12.0
534,11.0
535,11.0
536,9.0
537,14.0
538,10.0
539,11.0
540,11.0
541,11.0
542,14.0
543,8.0
544,13.0
545,11.0
546,12.0
547,6.0
548,9.0
549,12.0
550,6.0
551,15.0
552,12.0
553,11.0
554,8.0
555,11.0
556,10.0
557,7.0
558,12.0
559,6.0
560,11.0
561,11.0
562,9.0
563,11.0
564,10.0
565,11.0
566,5.0
567,11.0
568,12.0
569,11.0
570,8.0
571,6.0
572,12.0
573,11.0
574,13.0
575,10.0
576,8.0
577,13.0
578,6.0
579,12.0
580,11.0
581,4.0
582,8.0
583,13.0
584,11.0
585,9.0
586,5.0
587,11.0
588,6.0
589,11.0
590,13.0
591,12.0
592,11.0
593,11.0
594,6.0
595,18.0
596,12.0
597,14.0
598,12.0
599,12.0
600,6.0
601,11.0
602,11.0
603,6.0
604,11.0
605,12.0
606,12.0
607,11.0
608,12.0
609,11.0
610,6.0
611,6.0
612,11.0
613,11.0
614,11.0
615,9.0
616,14.0
617,6.0
618,11.0
619,9.0
620,7.0
621,6.0
622,11.0
623,11.0
624,12.0
625,11.0
626,8.0
627,7.0
628,18.0
629,11.0
630,5.0
631,11.0
632,12.0
633,11.0
634,11.0
635,6.0
636,12.0
637,14.0
638,9.0
639,12.0
640,12.0
641,6.0
642,9.0
643,6.0
644,11.0
645,14.0
646,9.0
647,12.0
648,12.0
649,12.0
650,12.0
651,25.0
652,15.0
653,7.0
654,11.0
655,11.0
656,14.0
657,11.0
658,11.0
659,11.0
660,11.0
661,6.0
662,12.0
663,11.0
664,8.0
665,7.0
666,6.0
667,11.0
668,6.0
669,11.0
670,10.0
671,12.0
672,11.0
673,6.0
674,15.0
675,5.0
676,17.0
677,11.0
678,6.0
679,9.0
680,11.0
681,6.0
682,12.0
683,12.0
684,5.0
685,6.0
686,12.0
687,11.0
688,8.0
689,17.0
690,12.0
691,6.0
692,11.0
693,11.0
694,12.0
695,6.0
696,12.0
697,11.0
698,12.0
699,6.0
700,12.0
701,11.0
702,6.0
703,11.0
704,11.0
705,6.0
706,11.0
707,12.0
708,6.0
709,6.0
710,6.0
711,11.0
712,11.0
713,11.0
714,11.0
715,7.0
716,9.0
717,6.0
718,12.0
719,7.0
720,11.0
721,6.0
722,11.0
723,6.0
724,11.0
725,12.0
726,6.0
727,11.0
728,12.0
729,12.0
730,11.0
731,10.0
732,12.0
733,13.0
734,11.0
735,11.0
736,10.0
737,11.0
738,12.0
739,5.0
740,13.0
741,12.0
742,14.0
743,12.0
744,6.0
745,5.0
746,12.0
747,12.0
748,6.0
749,11.0
750,10.0
751,10.0
752,6.0
753,11.0
754,11.0
755,6.0
756,14.0
757,12.0
758,11.0
759,12.0
760,13.0
761,5.0
762,6.0
763,5.0
764,6.0
765,6.0
766,11.0
767,11.0
768,8.0
769,9.0
770,11.0
771,12.0
772,7.0
773,12.0
774,10.0
775,12.0
776,6.0
777,5.0
778,12.0
779,11.0
780,5.0
781,11.0
782,11.0
783,11.0
784,6.0
785,12.0
786,12.0
787,5.0
788,7.0
789,9.0
790,11.0
791,11.0
792,14.0
793,12.0
794,11.0
795,5.0
796,11.0
797,10.0
798,6.0
799,11.0
800,10.0
801,11.0
802,16.0
803,12.0
804,11.0
805,8.0
806,11.0
807,11.0
808,11.0
809,13.0
810,11.0
811,12.0
812,6.0
813,6.0
814,12.0
815,11.0
816,11.0
817,11.0
818,12.0
819,12.0
820,11.0
821,6.0
822,11.0
823,12.0
824,8.0
825,11.0
826,22.0
827,11.0
828,12.0
829,14.0
830,16.0
831,11.0
832,6.0
833,11.0
834,11.0
835,11.0
836,14.0
837,17.0
838,11.0
839,14.0
840,12.0
841,11.0
842,12.0
843,12.0
844,13.0
845,6.0
846,11.0
847,10.0
848,8.0
849,11.0
850,12.0
851,10.0
852,12.0
853,12.0
854,11.0
855,11.0
856,6.0
857,11.0
858,11.0
859,9.0
860,12.0
861,11.0
862,11.0
863,11.0
864,8.0
865,11.0
866,11.0
867,12.0
868,11.0
869,8.0
870,5.0
871,11.0
872,13.0
873,10.0
874,11.0
875,3.0
876,12.0
877,6.0
878,11.0
879,7.0
880,11.0
881,12.0
882,6.0
883,11.0
884,6.0
885,14.0
886,3.0
887,19.0
888,8.0
889,17.0
890,9.0
891,12.0
892,6.0
893,12.0
894,11.0
895,9.0
896,11.0
897,9.0
898,12.0
899,6.0
900,8.0
901,12.0
902,18.0
903,13.0
904,11.0
905,11.0
906,11.0
907,12.0
908,9.0
909,6.0
910,7.0
911,12.0
912,12.0
913,12.0
914,11.0
915,11.0
916,12.0
917,11.0
918,11.0
919,11.0
920,11.0
921,9.0
922,6.0
923,7.0
924,16.0
925,11.0
926,12.0
927,14.0
928,11.0
929,11.0
930,7.0
931,11.0
932,6.0
933,14.0
934,6.0
935,11.0
936,9.0
937,5.0
938,19.0
939,6.0
940,7.0
941,14.0
942,6.0
943,12.0
944,5.0
945,11.0
946,20.0
947,11.0
948,10.0
949,21.0
950,12.0
951,11.0
952,11.0
953,11.0
954,11.0
955,5.0
956,12.0
957,7.0
958,11.0
959,12.0
960,14.0
961,11.0
962,6.0
963,5.0
964,11.0
965,6.0
966,11.0
967,11.0
968,5.0
969,11.0
970,13.0
971,11.0
972,5.0
973,7.0
974,14.0
975,11.0
976,12.0
977,11.0
978,6.0
979,11.0
980,6.0
981,11.0
982,5.0
983,11.0
984,8.0
985,11.0
986,5.0
987,9.0
988,11.0
989,9.0
990,6.0
991,12.0
992,11.0
993,6.0
994,10.0
995,12.0
996,12.0
997,12.0
998,6.0
999,11.0
1000,9.0
