game,score
1,8.0
2,12.0
3,17.0
4,9.0
5,18.0
6,10.0
7,11.0
8,10.0
9,16.0
10,9.0
11,17.0
12,16.0
13,16.0
14,10.0
15,11.0
16,8.0
17,15.0
18,10.0
19,9.0
20,17.0
21,6.0
22,17.0
23,15.0
24,10.0
25,15.0
26,23.0
27,16.0
28,12.0
29,9.0
30,16.0
31,11.0
32,13.0
33,16.0
34,11.0
35,16.0
36,6.0
37,10.0
38,12.0
39,16.0
40,10.0
41,16.0
42,11.0
43,10.0
44,19.0
45,10.0
46,10.0
47,15.0
48,16.0
49,7.0
50,11.0
51,16.0
52,10.0
53,11.0
54,16.0
55,15.0
56,22.0
57,35.0
58,20.0
59,23.0
60,6.0
61,12.0
62,17.0
63,17.0
64,9.0
65,11.0
66,11.0
67,20.0
68,25.0
69,17.0
70,11.0
71,12.0
72,7.0
73,12.0
74,7.0
75,14.0
76,16.0
77,11.0
78,16.0
79,10.0
80,13.0
81,10.0
82,13.0
83,20.0
84,10.0
85,13.0
86,10.0
87,12.0
88,6.0
89,6.0
90,12.0
91,9.0
92,10.0
93,10.0
94,11.0
95,21.0
96,12.0
97,10.0
98,14.0
99,16.0
100,12.0
101,11.0
102,16.0
103,11.0
104,14.0
105,25.0
106,25.0
107,15.0
108,15.0
109,12.0
110,11.0
111,32.0
112,16.0
113,16.0
114,16.0
115,18.0
116,14.0
117,10.0
118,16.0
119,16.0
120,16.0
121,19.0
122,6.0
123,11.0
124,16.0
125,21.0
126,11.0
127,16.0
128,29.0
129,25.0
130,7.0
131,10.0
132,7.0
133,6.0
134,12.0
135,10.0
136,6.0
137,16.0
138,19.0
139,6.0
140,18.0
141,10.0
142,32.0
143,14.0
144,16.0
145,9.0
146,17.0
147,12.0
148,12.0
149,20.0
150,10.0
151,11.0
152,10.0
153,14.0
154,15.0
155,16.0
156,12.0
157,15.0
158,19.0
159,26.0
160,16.0
161,8.0
162,20.0
163,13.0
164,11.0
165,16.0
166,9.0
167,24.0
168,5.0
169,9.0
170,6.0
171,16.0
172,11.0
173,16.0
174,16.0
175,12.0
176,18.0
177,13.0
178,3.0
179,7.0
180,19.0
181,10.0
182,16.0
183,12.0
184,8.0
185,15.0
186,12.0
187,15.0
188,16.0
189,10.0
190,16.0
191,16.0
192,12.0
193,11.0
194,5.0
195,10.0
196,16.0
197,10.0
198,10.0
199,16.0
200,10.0
201,40.0
202,9.0
203,13.0
204,16.0
205,11.0
206,31.0
207,12.0
208,10.0
209,11.0
210,16.0
211,234.0
212,16.0
213,16.0
214,12.0
215,16.0
216,6.0
217,11.0
218,9.0
219,7.0
220,10.0
221,14.0
222,12.0
223,12.0
224,16.0
225,16.0
226,12.0
227,16.0
228,12.0
229,3.0
230,9.0
231,10.0
232,16.0
233,5.0
234,12.0
235,10.0
236,9.0
237,10.0
238,12.0
239,10.0
240,10.0
241,16.0
242,16.0
243,12.0
244,20.0
245,11.0
246,10.0
247,10.0
248,8.0
249,16.0
250,16.0
251,12.0
252,9.0
253,21.0
254,12.0
255,10.0
256,13.0
257,9.0
258,11.0
259,6.0
260,15.0
261,12.0
262,16.0
263,18.0
264,32.0
265,12.0
266,19.0
267,28.0
268,24.0
269,16.0
270,6.0
271,20.0
272,9.0
273,16.0
274,12.0
275,17.0
276,9.0
277,10.0
278,10.0
279,16.0
280,18.0
281,12.0
282,13.0
283,16.0
284,17.0
285,21.0
286,10.0
287,10.0
288,14.0
289,3.0
290,15.0
291,19.0
292,16.0
293,16.0
294,7.0
295,16.0
296,10.0
297,7.0
298,16.0
299,14.0
300,10.0
301,14.0
302,15.0
303,17.0
304,10.0
305,10.0
306,12.0
307,10.0
308,16.0
309,10.0
310,28.0
311,10.0
312,17.0
313,11.0
314,11.0
315,9.0
316,12.0
317,12.0
318,6.0
319,21.0
320,16.0
321,24.0
322,11.0
323,21.0
324,13.0
325,11.0
326,16.0
327,22.0
328,20.0
329,7.0
330,16.0
331,6.0
332,12.0
333,21.0
334,16.0
335,4.0
336,11.0
337,12.0
338,6.0
339,23.0
340,18.0
341,20.0
342,16.0
343,16.0
344,12.0
345,10.0
346,15.0
347,16.0
348,16.0
349,16.0
350,14.0
351,11.0
352,16.0
353,10.0
354,16.0
355,16.0
356,20.0
357,24.0
358,19.0
359,18.0
360,16.0
361,12.0
362,20.0
363,8.0
364,16.0
365,40.0
366,19.0
367,7.0
368,16.0
369,20.0
370,19.0
371,12.0
372,24.0
373,15.0
374,15.0
375,13.0
376,16.0
377,10.0
378,7.0
379,12.0
380,11.0
381,15.0
382,15.0
383,20.0
384,12.0
385,11.0
386,16.0
387,16.0
388,13.0
389,16.0
390,14.0
391,18.0
392,10.0
393,18.0
394,10.0
395,18.0
396,16.0
397,12.0
398,23.0
399,9.0
400,14.0
401,16.0
402,15.0
403,26.0
404,12.0
405,12.0
406,22.0
407,24.0
408,16.0
409,16.0
410,21.0
411,13.0
412,12.0
413,16.0
414,8.0
415,19.0
416,11.0
417,12.0
418,14.0
419,16.0
420,10.0
421,16.0
422,21.0
423,10.0
424,19.0
425,16.0
426,12.0
427,6.0
428,9.0
429,11.0
430,12.0
431,7.0
432,16.0
433,13.0
434,15.0
435,25.0
436,17.0
437,16.0
438,16.0
439,17.0
440,6.0
441,16.0
442,11.0
443,14.0
444,16.0
445,12.0
446,14.0
447,10.0
448,12.0
449,18.0
450,14.0
451,9.0
452,16.0
453,10.0
454,20.0
455,16.0
456,19.0
457,10.0
458,12.0
459,23.0
460,19.0
461,16.0
462,34.0
463,12.0
464,16.0
465,12.0
466,12.0
467,19.0
468,15.0
469,12.0
470,21.0
471,42.0
472,18.0
473,16.0
474,32.0
475,12.0
476,12.0
477,7.0
478,10.0
479,11.0
480,16.0
481,6.0
482,17.0
483,15.0
484,6.0
485,12.0
486,10.0
487,13.0
488,15.0
489,12.0
490,12.0
491,19.0
492,16.0
493,16.0
494,28.0
495,15.0
496,10.0
497,12.0
498,7.0
499,17.0
500,32.0
501,10.0
502,28.0
503,12.0
504,16.0
505,32.0
506,26.0
507,22.0
508,9.0
509,10.0
510,6.0
511,14.0
512,20.0
513,28.0
514,11.0
515,10.0
516,10.0
517,25.0
518,14.0
519,12.0
520,12.0
521,28.0
522,9.0
523,12.0
524,13.0
525,16.0
526,14.0
527,9.0
528,12.0
529,10.0
530,20.0
531,16.0
532,13.0
533,11.0
534,16.0
535,11.0
536,16.0
537,9.0
538,9.0
539,18.0
540,34.0
541,12.0
542,14.0
543,7.0
544,10.0
545,10.0
546,15.0
547,9.0
548,9.0
549,11.0
550,12.0
551,8.0
552,16.0
553,19.0
554,16.0
555,16.0
556,11.0
557,17.0
558,16.0
559,14.0
560,16.0
561,9.0
562,11.0
563,16.0
564,19.0
565,13.0
566,10.0
567,14.0
568,19.0
569,15.0
570,16.0
571,10.0
572,11.0
573,12.0
574,12.0
575,16.0
576,21.0
577,16.0
578,12.0
579,16.0
580,16.0
581,22.0
582,8.0
583,11.0
584,16.0
585,14.0
586,16.0
587,16.0
588,16.0
589,12.0
590,12.0
591,9.0
592,10.0
593,7.0
594,8.0
595,10.0
596,14.0
597,16.0
598,5.0
599,10.0
600,25.0
601,9.0
602,26.0
603,17.0
604,16.0
605,13.0
606,11.0
607,26.0
608,16.0
609,10.0
610,10.0
611,10.0
612,11.0
613,11.0
614,10.0
615,17.0
616,9.0
617,12.0
618,16.0
619,11.0
620,16.0
621,19.0
622,20.0
623,10.0
624,16.0
